x, y
0, 0.6815503875968991
2.502606882168926, 0.4623255813953488
5.005213764337852, 0.3429457364341085
7.507820646506778, 0.27565891472868215
10.010427528675704, 0.23441860465116277
12.513034410844629, 0.21379844961240307
15.015641293013555, 0.2007751937984496
17.51824817518248, 0.1877519379844961
20.125130344108445, 0.1801550387596899
22.523461939520335, 0.1725581395348837
25.026068821689258, 0.1649612403100775
27.528675703858184, 0.1573643410852713
30.13555787278415, 0.1497674418604651
32.53388946819604, 0.1443410852713178
35.140771637122, 0.13782945736434107
37.53910323253389, 0.1345736434108527
40.041710114702816, 0.13023255813953488
42.54431699687174, 0.12806201550387597
45.04692387904067, 0.1269767441860465
47.549530761209596, 0.12480620155038759
50.052137643378515, 0.12480620155038759
52.55474452554744, 0.12372093023255813
54.95307612095933, 0.12263565891472868
57.66423357664233, 0.1215503875968992
59.958289885297184, 0.12046511627906975
62.56517205422315, 0.11720930232558138
65.06777893639207, 0.11503875968992247
67.570385818561, 0.11286821705426356
69.86444212721585, 0.10961240310077518
72.47132429614182, 0.10527131782945735
74.97393117831074, 0.10093023255813953
77.5808133472367, 0.09767441860465115
80.08342022940563, 0.09550387596899224
82.48175182481752, 0.09224806201550387
84.98435870698644, 0.09116279069767441
87.48696558915537, 0.09007751937984496
90.19812304483837, 0.0889922480620155
92.49217935349321, 0.08790697674418604
95.09906152241919, 0.08790697674418604
97.39311783107404, 0.08682170542635659
99.89572471324296, 0.08682170542635659